quote_date,currency,usd_per_unit
2021-09-08,GBP,1.23432240
2021-09-08,INR,0.01194700
2021-09-08,JPY,0.00757753
2021-09-08,MXN,0.05548155
2021-09-08,NOK,0.09652514
2021-09-08,SEK,0.09350283
2021-09-08,SGD,0.73747597
2021-09-08,TVR,0.00041876
2021-09-08,USD,1.00000000
2021-09-08,ZAR,0.05419808
2021-09-09,AUD,0.68264823
2021-09-09,BRL,0.20071897
2021-09-09,CAD,0.76809223
2021-09-09,CHF,1.05423075
2021-09-09,EUR,1.10733623
2021-09-09,GBP,1.23271778
2021-09-09,INR,0.01192311
2021-09-09,JPY,0.00759420
2021-09-09,MXN,0.05561471
2021-09-09,NOK,0.09666028
2021-09-09,SEK,0.09362438
2021-09-09,SGD,0.73651725
2021-09-09,TVR,0.00041893
2021-09-09,USD,1.00000000
2021-09-09,ZAR,0.05419266
2021-09-10,AUD,0.68271649
2021-09-10,BRL,0.20102005
2021-09-10,CAD,0.76732414
2021-09-10,CHF,1.05180602
2021-09-10,EUR,1.10622889
2021-09-10,GBP,1.23345741
2021-09-10,INR,0.01189330
2021-09-10,JPY,0.00757597
2021-09-10,MXN,0.05569257
2021-09-10,NOK,0.09663128
2021-09-10,SEK,0.09343713
2021-09-10,SGD,0.73644360
2021-09-10,TVR,0.00041801
2021-09-10,USD,1.00000000
2021-09-10,ZAR,0.05428479
2021-09-13,AUD,0.68333093
2021-09-13,BRL,0.20059791
2021-09-13,CAD,0.76732414
2021-09-13,CHF,1.05012313
2021-09-13,EUR,1.10788823
2021-09-13,GBP,1.23506090
2021-09-13,INR,0.01188616
2021-09-13,JPY,0.00756385
2021-09-13,MXN,0.05565915
2021-09-13,NOK,0.09641869
2021-09-13,SEK,0.09366138
2021-09-13,SGD,0.73776920
2021-09-13,TVR,0.00041822
2021-09-13,USD,1.00000000
2021-09-13,ZAR,0.05439879
2021-09-14,AUD,0.68483426
2021-09-14,BRL,0.20051767
2021-09-14,CAD,0.76563603
2021-09-14,CHF,1.05054318
2021-09-14,EUR,1.11043637
2021-09-14,GBP,1.23209675
2021-09-14,INR,0.01187784
2021-09-14,JPY,0.00755099
2021-09-14,MXN,0.05555896
2021-09-14,NOK,0.09628370
2021-09-14,SEK,0.09356772
2021-09-14,SGD,0.73703143
2021-09-14,TVR,0.00041901
2021-09-14,USD,1.00000000
2021-09-14,ZAR,0.05428999
2021-09-15,AUD,0.68490274
2021-09-15,BRL,0.20041741
2021-09-15,CAD,0.76448758
2021-09-15,CHF,1.05012296
2021-09-15,EUR,1.11287933
2021-09-15,GBP,1.23480736
2021-09-15,INR,0.01186121
2021-09-15,JPY,0.00755099
2021-09-15,MXN,0.05565897
2021-09-15,NOK,0.09642813
2021-09-15,SEK,0.09340865
2021-09-15,SGD,0.73570477
2021-09-15,TVR,0.00041960
2021-09-15,USD,1.00000000
2021-09-15,ZAR,0.05420856
2021-09-16,AUD,0.68503972
2021-09-16,BRL,0.20055770
2021-09-16,CAD,0.76272926
2021-09-16,CHF,1.05180316
2021-09-16,EUR,1.11210031
2021-09-16,GBP,1.23233775
2021-09-16,INR,0.01184223
2021-09-16,JPY,0.00756383
2021-09-16,MXN,0.05571463
2021-09-16,NOK,0.09664991
2021-09-16,SEK,0.09349272
2021-09-16,SGD,0.73401265
2021-09-16,TVR,0.00041910
2021-09-16,USD,1.00000000
2021-09-16,ZAR,0.05411641
2021-09-17,AUD,0.68627279
2021-09-17,BRL,0.20067803
2021-09-17,CAD,0.76097498
2021-09-17,CHF,1.05127726
2021-09-17,EUR,1.10965369
2021-09-17,GBP,1.23320039
2021-09-17,INR,0.01184815
2021-09-17,JPY,0.00756156
2021-09-17,MXN,0.05583163
2021-09-17,NOK,0.09685287
2021-09-17,SEK,0.09367971
2021-09-17,SGD,0.73283823
2021-09-17,TVR,0.00041923
2021-09-17,USD,1.00000000
2021-09-17,ZAR,0.05402982
2021-09-20,AUD,0.68510613
2021-09-20,BRL,0.20067803
2021-09-20,CAD,0.76120327
2021-09-20,CHF,1.05369520
2021-09-20,EUR,1.11031948
2021-09-20,GBP,1.23431027
2021-09-20,INR,0.01184933
2021-09-20,JPY,0.00756458
2021-09-20,MXN,0.05592096
2021-09-20,NOK,0.09667853
2021-09-20,SEK,0.09386707
2021-09-20,SGD,0.73173897
2021-09-20,TVR,0.00041839
2021-09-20,USD,1.00000000
2021-09-20,ZAR,0.05399200
2021-09-21,AUD,0.68428400
2021-09-21,BRL,0.20043722
2021-09-21,CAD,0.76196447
2021-09-21,CHF,1.05200929
2021-09-21,EUR,1.10943122
2021-09-21,GBP,1.23159479
2021-09-21,INR,0.01184696
2021-09-21,JPY,0.00757668
2021-09-21,MXN,0.05599925
2021-09-21,NOK,0.09689122
2021-09-21,SEK,0.09375443
2021-09-21,SGD,0.73005597
2021-09-21,TVR,0.00041793
2021-09-21,USD,1.00000000
2021-09-21,ZAR,0.05408379
2021-09-22,AUD,0.68373657
2021-09-22,BRL,0.20043722
2021-09-22,CAD,0.76150729
2021-09-22,CHF,1.05127288
2021-09-22,EUR,1.10721236
2021-09-22,GBP,1.23184111
2021-09-22,INR,0.01187065
2021-09-22,JPY,0.00756759
2021-09-22,MXN,0.05608885
2021-09-22,NOK,0.09689122
2021-09-22,SEK,0.09382006
2021-09-22,SGD,0.72932591
2021-09-22,TVR,0.00041856
2021-09-22,USD,1.00000000
2021-09-22,ZAR,0.05421359
2021-09-23,AUD,0.68530916
2021-09-23,BRL,0.20013656
2021-09-23,CAD,0.76165959
2021-09-23,CHF,1.05379593
2021-09-23,EUR,1.10632659
2021-09-23,GBP,1.23073245
2021-09-23,INR,0.01189083
2021-09-23,JPY,0.00757213
2021-09-23,MXN,0.05604959
2021-09-23,NOK,0.09676526
2021-09-23,SEK,0.09375439
2021-09-23,SGD,0.72852365
2021-09-23,TVR,0.00041881
2021-09-23,USD,1.00000000
2021-09-23,ZAR,0.05428949
2021-09-24,AUD,0.68688537
2021-09-24,BRL,0.19963622
2021-09-24,CAD,0.76196425
2021-09-24,CHF,1.05147758
2021-09-24,EUR,1.10555216
2021-09-24,GBP,1.23245548
2021-09-24,INR,0.01189321
2021-09-24,JPY,0.00757440
2021-09-24,MXN,0.05611685
2021-09-24,NOK,0.09659108
2021-09-24,SEK,0.09380127
2021-09-24,SGD,0.72947073
2021-09-24,TVR,0.00041923
2021-09-24,USD,1.00000000
2021-09-24,ZAR,0.05428949
2021-09-27,AUD,0.68606111
2021-09-27,BRL,0.19997560
2021-09-27,CAD,0.76219284
2021-09-27,CHF,1.05168788
2021-09-27,EUR,1.10743160
2021-09-27,GBP,1.23344144
2021-09-27,INR,0.01187537
2021-09-27,JPY,0.00756910
2021-09-27,MXN,0.05601023
2021-09-27,NOK,0.09643653
2021-09-27,SEK,0.09367933
2021-09-27,SGD,0.72874126
2021-09-27,TVR,0.00042028
2021-09-27,USD,1.00000000
2021-09-27,ZAR,0.05415377
2021-09-28,AUD,0.68455178
2021-09-28,BRL,0.20001560
2021-09-28,CAD,0.76272637
2021-09-28,CHF,1.05158271
2021-09-28,EUR,1.10632417
2021-09-28,GBP,1.23270138
2021-09-28,INR,0.01188012
2021-09-28,JPY,0.00756986
2021-09-28,MXN,0.05592621
2021-09-28,NOK,0.09658118
2021-09-28,SEK,0.09364186
2021-09-28,SGD,0.72721090
2021-09-28,TVR,0.00042125
2021-09-28,USD,1.00000000
2021-09-28,ZAR,0.05407254
2021-09-29,AUD,0.68496251
2021-09-29,BRL,0.19967557
2021-09-29,CAD,0.76234501
2021-09-29,CHF,1.05032081
2021-09-29,EUR,1.10798366
2021-09-29,GBP,1.23356427
2021-09-29,INR,0.01188844
2021-09-29,JPY,0.00758349
2021-09-29,MXN,0.05599332
2021-09-29,NOK,0.09651357
2021-09-29,SEK,0.09349203
2021-09-29,SGD,0.72786539
2021-09-29,TVR,0.00042192
2021-09-29,USD,1.00000000
2021-09-29,ZAR,0.05419691
2021-09-30,AUD,0.68352409
2021-09-30,BRL,0.20015479
2021-09-30,CAD,0.76356476
2021-09-30,CHF,1.05158119
2021-09-30,EUR,1.10709727
2021-09-30,GBP,1.23578469
2021-09-30,INR,0.01189557
2021-09-30,JPY,0.00756984
2021-09-30,MXN,0.05592613
2021-09-30,NOK,0.09664869
2021-09-30,SEK,0.09335179
2021-09-30,SGD,0.72888440
2021-09-30,TVR,0.00042272
2021-09-30,USD,1.00000000
2021-09-30,ZAR,0.05416439
2021-10-01,AUD,0.68270386
2021-10-01,BRL,0.20047504
2021-10-01,CAD,0.76234306
2021-10-01,CHF,1.05305340
2021-10-01,EUR,1.10632230
2021-10-01,GBP,1.23689690
2021-10-01,INR,0.01190271
2021-10-01,JPY,0.00755092
2021-10-01,MXN,0.05591494
2021-10-01,NOK,0.09685165
2021-10-01,SEK,0.09311841
2021-10-01,SGD,0.72888440
2021-10-01,TVR,0.00042280
2021-10-01,USD,1.00000000
2021-10-01,ZAR,0.05415897
2021-10-04,AUD,0.68120191
2021-10-04,BRL,0.20075571
2021-10-04,CAD,0.76234306
2021-10-04,CHF,1.05505420
2021-10-04,EUR,1.10466282
2021-10-04,GBP,1.23739166
2021-10-04,INR,0.01190271
2021-10-04,JPY,0.00755243
2021-10-04,MXN,0.05591494
2021-10-04,NOK,0.09699693
2021-10-04,SEK,0.09291355
2021-10-04,SGD,0.72866573
2021-10-04,TVR,0.00042327
2021-10-04,USD,1.00000000
2021-10-04,ZAR,0.05403982
2021-10-05,AUD,0.68065695
2021-10-05,BRL,0.20031405
2021-10-05,CAD,0.76173319
2021-10-05,CHF,1.05262758
2021-10-05,EUR,1.10256396
2021-10-05,GBP,1.23875279
2021-10-05,INR,0.01187890
2021-10-05,JPY,0.00756829
2021-10-05,MXN,0.05597645
2021-10-05,NOK,0.09707453
2021-10-05,SEK,0.09290426
2021-10-05,SGD,0.72837426
2021-10-05,TVR,0.00042234
2021-10-05,USD,1.00000000
2021-10-05,ZAR,0.05412628
2021-10-06,AUD,0.68188213
2021-10-06,BRL,0.20059449
2021-10-06,CAD,0.76356135
2021-10-06,CHF,1.05378547
2021-10-06,EUR,1.10146140
2021-10-06,GBP,1.24123030
2021-10-06,INR,0.01186702
2021-10-06,JPY,0.00755164
2021-10-06,MXN,0.05598205
2021-10-06,NOK,0.09726868
2021-10-06,SEK,0.09296000
2021-10-06,SGD,0.72764589
2021-10-06,TVR,0.00042340
2021-10-06,USD,1.00000000
2021-10-06,ZAR,0.05399096
2021-10-07,AUD,0.68181394
2021-10-07,BRL,0.20109598
2021-10-07,CAD,0.76516483
2021-10-07,CHF,1.05378547
2021-10-07,EUR,1.10047008
2021-10-07,GBP,1.24321627
2021-10-07,INR,0.01186821
2021-10-07,JPY,0.00756750
2021-10-07,MXN,0.05610521
2021-10-07,NOK,0.09741458
2021-10-07,SEK,0.09291352
2021-10-07,SGD,0.72713654
2021-10-07,TVR,0.00042387
2021-10-07,USD,1.00000000
2021-10-07,ZAR,0.05391537
2021-10-08,AUD,0.68188212
2021-10-08,BRL,0.20127697
2021-10-08,CAD,0.76577696
2021-10-08,CHF,1.05220479
2021-10-08,EUR,1.10223083
2021-10-08,GBP,1.24085416
2021-10-08,INR,0.01189432
2021-10-08,JPY,0.00755918
2021-10-08,MXN,0.05613887
2021-10-08,NOK,0.09753148
2021-10-08,SEK,0.09288565
2021-10-08,SGD,0.72691840
2021-10-08,TVR,0.00042400
2021-10-08,USD,1.00000000
2021-10-08,ZAR,0.05386145
2021-10-11,AUD,0.68045017
2021-10-11,BRL,0.20127697
2021-10-11,CAD,0.76707878
2021-10-11,CHF,1.05483530
2021-10-11,EUR,1.10057748
2021-10-11,GBP,1.23961331
2021-10-11,INR,0.01187053
2021-10-11,JPY,0.00754179
2021-10-11,MXN,0.05600975
2021-10-11,NOK,0.09742420
2021-10-11,SEK,0.09309000
2021-10-11,SGD,0.72771801
2021-10-11,TVR,0.00042464
2021-10-11,USD,1.00000000
2021-10-11,ZAR,0.05379143
2021-10-12,AUD,0.68004190
2021-10-12,BRL,0.20153863
2021-10-12,CAD,0.76523779
2021-10-12,CHF,1.05283111
2021-10-12,EUR,1.09969702
2021-10-12,GBP,1.23837370
2021-10-12,INR,0.01185747
2021-10-12,JPY,0.00752444
2021-10-12,MXN,0.05595934
2021-10-12,NOK,0.09746317
2021-10-12,SEK,0.09311793
2021-10-12,SGD,0.72931899
2021-10-12,TVR,0.00042485
2021-10-12,USD,1.00000000
2021-10-12,ZAR,0.05371612
2021-10-13,AUD,0.67834180
2021-10-13,BRL,0.20184094
2021-10-13,CAD,0.76638565
2021-10-13,CHF,1.05040960
2021-10-13,EUR,1.10145654
2021-10-13,GBP,1.23924056
2021-10-13,INR,0.01187644
2021-10-13,JPY,0.00753949
2021-10-13,MXN,0.05594815
2021-10-13,NOK,0.09767759
2021-10-13,SEK,0.09308999
2021-10-13,SGD,0.72807915
2021-10-13,TVR,0.00042409
2021-10-13,USD,1.00000000
2021-10-13,ZAR,0.05360869
2021-10-14,AUD,0.67854530
2021-10-14,BRL,0.20176020
2021-10-14,CAD,0.76791842
2021-10-14,CHF,1.05282554
2021-10-14,EUR,1.10233771
2021-10-14,GBP,1.23688600
2021-10-14,INR,0.01189901
2021-10-14,JPY,0.00753647
2021-10-14,MXN,0.05581387
2021-10-14,NOK,0.09769713
2021-10-14,SEK,0.09289450
2021-10-14,SGD,0.72975373
2021-10-14,TVR,0.00042358
2021-10-14,USD,1.00000000
2021-10-14,ZAR,0.05355508
2021-10-15,AUD,0.67854530
2021-10-15,BRL,0.20196196
2021-10-15,CAD,0.76768804
2021-10-15,CHF,1.05124630
2021-10-15,EUR,1.10156607
2021-10-15,GBP,1.23886502
2021-10-15,INR,0.01190496
2021-10-15,JPY,0.00753647
2021-10-15,MXN,0.05569666
2021-10-15,NOK,0.09771667
2021-10-15,SEK,0.09286663
2021-10-15,SGD,0.73121324
2021-10-15,TVR,0.00042307
2021-10-15,USD,1.00000000
2021-10-15,ZAR,0.05359257
2021-10-18,AUD,0.67732392
2021-10-18,BRL,0.20218412
2021-10-18,CAD,0.76653651
2021-10-18,CHF,1.05376929
2021-10-18,EUR,1.09903247
2021-10-18,GBP,1.24097109
2021-10-18,INR,0.01191210
2021-10-18,JPY,0.00752140
2021-10-18,MXN,0.05582476
2021-10-18,NOK,0.09748215
2021-10-18,SEK,0.09270876
2021-10-18,SGD,0.73223694
2021-10-18,TVR,0.00042328
2021-10-18,USD,1.00000000
2021-10-18,ZAR,0.05345859
2021-10-19,AUD,0.67854310
2021-10-19,BRL,0.20240652
2021-10-19,CAD,0.76714974
2021-10-19,CHF,1.05134562
2021-10-19,EUR,1.09947208
2021-10-19,GBP,1.23985422
2021-10-19,INR,0.01190138
2021-10-19,JPY,0.00752516
2021-10-19,MXN,0.05569078
2021-10-19,NOK,0.09769661
2021-10-19,SEK,0.09263459
2021-10-19,SGD,0.73091891
2021-10-19,TVR,0.00042379
2021-10-19,USD,1.00000000
2021-10-19,ZAR,0.05336771
2021-10-20,AUD,0.67732172
2021-10-20,BRL,0.20268989
2021-10-20,CAD,0.76814703
2021-10-20,CHF,1.05281750
2021-10-20,EUR,1.10167102
2021-10-20,GBP,1.23774647
2021-10-20,INR,0.01190376
2021-10-20,JPY,0.00751538
2021-10-20,MXN,0.05569078
2021-10-20,NOK,0.09787246
2021-10-20,SEK,0.09280133
2021-10-20,SGD,0.73223456
2021-10-20,TVR,0.00042434
2021-10-20,USD,1.00000000
2021-10-20,ZAR,0.05343175
2021-10-21,AUD,0.67820224
2021-10-21,BRL,0.20279123
2021-10-21,CAD,0.76891518
2021-10-21,CHF,1.05134356
2021-10-21,EUR,1.10167102
2021-10-21,GBP,1.23588985
2021-10-21,INR,0.01192995
2021-10-21,JPY,0.00751237
2021-10-21,MXN,0.05566293
2021-10-21,NOK,0.09778437
2021-10-21,SEK,0.09281061
2021-10-21,SGD,0.73157555
2021-10-21,TVR,0.00042336
2021-10-21,USD,1.00000000
2021-10-21,ZAR,0.05353327
2021-10-22,AUD,0.67989775
2021-10-22,BRL,0.20287235
2021-10-22,CAD,0.76730046
2021-10-22,CHF,1.05018708
2021-10-22,EUR,1.10299303
2021-10-22,GBP,1.23465396
2021-10-22,INR,0.01195739
2021-10-22,JPY,0.00751162
2021-10-22,MXN,0.05578539
2021-10-22,NOK,0.09760836
2021-10-22,SEK,0.09288486
2021-10-22,SGD,0.73033187
2021-10-22,TVR,0.00042404
2021-10-22,USD,1.00000000
2021-10-22,ZAR,0.05353327
2021-10-25,AUD,0.68118956
2021-10-25,BRL,0.20305494
2021-10-25,CAD,0.76676335
2021-10-25,CHF,1.05018708
2021-10-25,EUR,1.10078704
2021-10-25,GBP,1.23280198
2021-10-25,INR,0.01194782
2021-10-25,JPY,0.00752664
2021-10-25,MXN,0.05581886
2021-10-25,NOK,0.09745219
2021-10-25,SEK,0.09297774
2021-10-25,SGD,0.73025884
2021-10-25,TVR,0.00042366
2021-10-25,USD,1.00000000
2021-10-25,ZAR,0.05357074
2021-10-26,AUD,0.68289253
2021-10-26,BRL,0.20307525
2021-10-26,CAD,0.76637997
2021-10-26,CHF,1.04955697
2021-10-26,EUR,1.10122735
2021-10-26,GBP,1.23144590
2021-10-26,INR,0.01197769
2021-10-26,JPY,0.00753040
2021-10-26,MXN,0.05576862
2021-10-26,NOK,0.09764709
2021-10-26,SEK,0.09306142
2021-10-26,SGD,0.73091607
2021-10-26,TVR,0.00042370
2021-10-26,USD,1.00000000
2021-10-26,ZAR,0.05349038
2021-10-27,AUD,0.68459976
2021-10-27,BRL,0.20319710
2021-10-27,CAD,0.76653325
2021-10-27,CHF,1.04966193
2021-10-27,EUR,1.09979575
2021-10-27,GBP,1.23316992
2021-10-27,INR,0.01199326
2021-10-27,JPY,0.00752287
2021-10-27,MXN,0.05584670
2021-10-27,NOK,0.09762756
2021-10-27,SEK,0.09305211
2021-10-27,SGD,0.72967351
2021-10-27,TVR,0.00042417
2021-10-27,USD,1.00000000
2021-10-27,ZAR,0.05348503
2021-10-28,AUD,0.68521590
2021-10-28,BRL,0.20346126
2021-10-28,CAD,0.76676321
2021-10-28,CHF,1.05197119
2021-10-28,EUR,1.10034565
2021-10-28,GBP,1.23575958
2021-10-28,INR,0.01196328
2021-10-28,JPY,0.00753415
2021-10-28,MXN,0.05581878
2021-10-28,NOK,0.09752993
2021-10-28,SEK,0.09302419
2021-10-28,SGD,0.72923571
2021-10-28,TVR,0.00042468
2021-10-28,USD,1.00000000
2021-10-28,ZAR,0.05353317
2021-10-29,AUD,0.68507886
2021-10-29,BRL,0.20299330
2021-10-29,CAD,0.76484630
2021-10-29,CHF,1.05028804
2021-10-29,EUR,1.10309651
2021-10-29,GBP,1.23575958
2021-10-29,INR,0.01197883
2021-10-29,JPY,0.00753189
2021-10-29,MXN,0.05581878
2021-10-29,NOK,0.09772499
2021-10-29,SEK,0.09310791
2021-10-29,SGD,0.73018372
2021-10-29,TVR,0.00042566
2021-10-29,USD,1.00000000
2021-10-29,ZAR,0.05341540
2021-11-01,AUD,0.68336616
2021-11-01,BRL,0.20317599
2021-11-01,CAD,0.76660545
2021-11-01,CHF,1.04955284
2021-11-01,EUR,1.10419961
2021-11-01,GBP,1.23563600
2021-11-01,INR,0.01200279
2021-11-01,JPY,0.00752285
2021-11-01,MXN,0.05590809
2021-11-01,NOK,0.09792044
2021-11-01,SEK,0.09325688
2021-11-01,SGD,0.73186314
2021-11-01,TVR,0.00042489
2021-11-01,USD,1.00000000
2021-11-01,ZAR,0.05351689
2021-11-02,AUD,0.68295614
2021-11-02,BRL,0.20354171
2021-11-02,CAD,0.76545554
2021-11-02,CHF,1.05039248
2021-11-02,EUR,1.10453087
2021-11-02,GBP,1.23415324
2021-11-02,INR,0.01201359
2021-11-02,JPY,0.00752435
2021-11-02,MXN,0.05596400
2021-11-02,NOK,0.09806732
2021-11-02,SEK,0.09317295
2021-11-02,SGD,0.73010667
2021-11-02,TVR,0.00042565
2021-11-02,USD,1.00000000
2021-11-02,ZAR,0.05356506
2021-11-03,AUD,0.68439035
2021-11-03,BRL,0.20317533
2021-11-03,CAD,0.76599136
2021-11-03,CHF,1.05133783
2021-11-03,EUR,1.10375770
2021-11-03,GBP,1.23230201
2021-11-03,INR,0.01203401
2021-11-03,JPY,0.00751607
2021-11-03,MXN,0.05588005
2021-11-03,NOK,0.09798887
2021-11-03,SEK,0.09339657
2021-11-03,SGD,0.72857345
2021-11-03,TVR,0.00042471
2021-11-03,USD,1.00000000
2021-11-03,ZAR,0.05365612
2021-11-04,AUD,0.68336376
2021-11-04,BRL,0.20321597
2021-11-04,CAD,0.76514877
2021-11-04,CHF,1.05102243
2021-11-04,EUR,1.10143981
2021-11-04,GBP,1.23205555
2021-11-04,INR,0.01204243
2021-11-04,JPY,0.00753035
2021-11-04,MXN,0.05578505
2021-11-04,NOK,0.09815545
2021-11-04,SEK,0.09331251
2021-11-04,SGD,0.73010345
2021-11-04,TVR,0.00042437
2021-11-04,USD,1.00000000
2021-11-04,ZAR,0.05355954
2021-11-05,AUD,0.68172369
2021-11-05,BRL,0.20370369
2021-11-05,CAD,0.76591392
2021-11-05,CHF,1.04902549
2021-11-05,EUR,1.09868621
2021-11-05,GBP,1.23451966
2021-11-05,INR,0.01202918
2021-11-05,JPY,0.00751454
2021-11-05,MXN,0.05569579
2021-11-05,NOK,0.09828305
2021-11-05,SEK,0.09339649
2021-11-05,SGD,0.73163667
2021-11-05,TVR,0.00042390
2021-11-05,USD,1.00000000
2021-11-05,ZAR,0.05353276
2021-11-08,AUD,0.68145100
2021-11-08,BRL,0.20392776
2021-11-08,CAD,0.76629688
2021-11-08,CHF,1.05164805
2021-11-08,EUR,1.10022437
2021-11-08,GBP,1.23698870
2021-11-08,INR,0.01203038
2021-11-08,JPY,0.00752882
2021-11-08,MXN,0.05568465
2021-11-08,NOK,0.09827322
2021-11-08,SEK,0.09348055
2021-11-08,SGD,0.73090503
2021-11-08,TVR,0.00042407
2021-11-08,USD,1.00000000
2021-11-08,ZAR,0.05352205
2021-11-09,AUD,0.67988366
2021-11-09,BRL,0.20443758
2021-11-09,CAD,0.76713981
2021-11-09,CHF,1.05248937
2021-11-09,EUR,1.10231480
2021-11-09,GBP,1.23426732
2021-11-09,INR,0.01202918
2021-11-09,JPY,0.00754388
2021-11-09,MXN,0.05560669
2021-11-09,NOK,0.09830270
2021-11-09,SEK,0.09327489
2021-11-09,SGD,0.73119739
2021-11-09,TVR,0.00042454
2021-11-09,USD,1.00000000
2021-11-09,ZAR,0.05358628
2021-11-10,AUD,0.68144739
2021-11-10,BRL,0.20427403
2021-11-10,CAD,0.76537539
2021-11-10,CHF,1.05238412
2021-11-10,EUR,1.10132272
2021-11-10,GBP,1.23513131
2021-11-10,INR,0.01200392
2021-11-10,JPY,0.00755972
2021-11-10,MXN,0.05546767
2021-11-10,NOK,0.09836168
2021-11-10,SEK,0.09350808
2021-11-10,SGD,0.73251355
2021-11-10,TVR,0.00042526
2021-11-10,USD,1.00000000
2021-11-10,ZAR,0.05346839
2021-11-11,AUD,0.68049336
2021-11-11,BRL,0.20429446
2021-11-11,CAD,0.76514578
2021-11-11,CHF,1.05490984
2021-11-11,EUR,1.10066193
2021-11-11,GBP,1.23500780
2021-11-11,INR,0.01197631
2021-11-11,JPY,0.00755292
2021-11-11,MXN,0.05557861
2021-11-11,NOK,0.09846004
2021-11-11,SEK,0.09372315
2021-11-11,SGD,0.73170779
2021-11-11,TVR,0.00042445
2021-11-11,USD,1.00000000
2021-11-11,ZAR,0.05336680
2021-11-12,AUD,0.68090166
2021-11-12,BRL,0.20404931
2021-11-12,CAD,0.76644653
2021-11-12,CHF,1.05364395
2021-11-12,EUR,1.09879080
2021-11-12,GBP,1.23587231
2021-11-12,INR,0.01197511
2021-11-12,JPY,0.00756954
2021-11-12,MXN,0.05555082
2021-11-12,NOK,0.09850927
2021-11-12,SEK,0.09377001
2021-11-12,SGD,0.73178096
2021-11-12,TVR,0.00042462
2021-11-12,USD,1.00000000
2021-11-12,ZAR,0.05327608
2021-11-15,AUD,0.68158256
2021-11-15,BRL,0.20370243
2021-11-15,CAD,0.76545015
2021-11-15,CHF,1.05522442
2021-11-15,EUR,1.09681298
2021-11-15,GBP,1.23809688
2021-11-15,INR,0.01198948
2021-11-15,JPY,0.00755743
2021-11-15,MXN,0.05544527
2021-11-15,NOK,0.09861763
2021-11-15,SEK,0.09375126
2021-11-15,SGD,0.73134189
2021-11-15,TVR,0.00042407
2021-11-15,USD,1.00000000
2021-11-15,ZAR,0.05330805
2021-11-16,AUD,0.68226414
2021-11-16,BRL,0.20382465
2021-11-16,CAD,0.76361307
2021-11-16,CHF,1.05416920
2021-11-16,EUR,1.09538712
2021-11-16,GBP,1.24020164
2021-11-16,INR,0.01197749
2021-11-16,JPY,0.00755970
2021-11-16,MXN,0.05533992
2021-11-16,NOK,0.09860777
2021-11-16,SEK,0.09376064
2021-11-16,SGD,0.72958667
2021-11-16,TVR,0.00042424
2021-11-16,USD,1.00000000
2021-11-16,ZAR,0.05326540
2021-11-17,AUD,0.68280995
2021-11-17,BRL,0.20337624
2021-11-17,CAD,0.76521666
2021-11-17,CHF,1.05648837
2021-11-17,EUR,1.09593481
2021-11-17,GBP,1.24230998
2021-11-17,INR,0.01200504
2021-11-17,JPY,0.00754685
2021-11-17,MXN,0.05532332
2021-11-17,NOK,0.09878526
2021-11-17,SEK,0.09374189
2021-11-17,SGD,0.72914892
2021-11-17,TVR,0.00042386
2021-11-17,USD,1.00000000
2021-11-17,ZAR,0.05330801
2021-11-18,AUD,0.68294651
2021-11-18,BRL,0.20374232
2021-11-18,CAD,0.76613492
2021-11-18,CHF,1.05596013
2021-11-18,EUR,1.09735953
2021-11-18,GBP,1.24057075
2021-11-18,INR,0.01201224
2021-11-18,JPY,0.00753704
2021-11-18,MXN,0.05543950
2021-11-18,NOK,0.09890380
2021-11-18,SEK,0.09387313
2021-11-18,SGD,0.72907601
2021-11-18,TVR,0.00042335
2021-11-18,USD,1.00000000
2021-11-18,ZAR,0.05341463
2021-11-19,AUD,0.68212697
2021-11-19,BRL,0.20368120
2021-11-19,CAD,0.76667121
2021-11-19,CHF,1.05585453
2021-11-19,EUR,1.09999319
2021-11-19,GBP,1.24354812
2021-11-19,INR,0.01203626
2021-11-19,JPY,0.00753779
2021-11-19,MXN,0.05543950
2021-11-19,NOK,0.09894336
2021-11-19,SEK,0.09409843
2021-11-19,SGD,0.72914892
2021-11-19,TVR,0.00042399
2021-11-19,USD,1.00000000
2021-11-19,ZAR,0.05338258
2021-11-22,AUD,0.68315016
2021-11-22,BRL,0.20321273
2021-11-22,CAD,0.76843455
2021-11-22,CHF,1.05511543
2021-11-22,EUR,1.10109318
2021-11-22,GBP,1.24205586
2021-11-22,INR,0.01203385
2021-11-22,JPY,0.00752724
2021-11-22,MXN,0.05557810
2021-11-22,NOK,0.09876526
2021-11-22,SEK,0.09425840
2021-11-22,SGD,0.72929475
2021-11-22,TVR,0.00042488
2021-11-22,USD,1.00000000
2021-11-22,ZAR,0.05327048
2021-11-23,AUD,0.68472141
2021-11-23,BRL,0.20274534
2021-11-23,CAD,0.76812718
2021-11-23,CHF,1.05511543
2021-11-23,EUR,1.09889099
2021-11-23,GBP,1.24329792
2021-11-23,INR,0.01200738
2021-11-23,JPY,0.00754455
2021-11-23,MXN,0.05564479
2021-11-23,NOK,0.09864674
2021-11-23,SEK,0.09423955
2021-11-23,SGD,0.73068041
2021-11-23,TVR,0.00042590
2021-11-23,USD,1.00000000
2021-11-23,ZAR,0.05315861
2021-11-24,AUD,0.68355738
2021-11-24,BRL,0.20276561
2021-11-24,CAD,0.77004750
2021-11-24,CHF,1.05574850
2021-11-24,EUR,1.09790199
